,TIME,birga_x,birga_y,rates_x,rates_y,valin_x,valin_y,valout_y,volume_x,volume_y,start,step,back,profit,perc
559,12:09:02,live,hot,0.0203,0.02004618,USD,PZM,USDT,2932.41071291,97.3,100.0,4917.257311224033,98.39511396198142,-1.6048860380185772,-1.6048860380185774
560,12:09:02,live,hot,0.0203,0.01984771,USD,PZM,USDT,2932.41071291,153.77,100.0,4917.257311224033,97.42093941760268,-2.579060582397318,-2.579060582397318
561,12:09:02,live,live,0.02031,0.01923073,USD,PZM,USDT,16936.95678311,109.7859082,100.0,4914.836209642928,94.34606522446252,-5.653934775537479,-5.653934775537479
562,12:09:02,live,live,0.02031,0.0192,USD,PZM,USDT,16936.95678311,187.44896199,100.0,4914.836209642928,94.19530367852288,-5.804696321477124,-5.804696321477124
563,12:09:02,live,live,0.02031,0.01905,USD,PZM,USDT,16936.95678311,537.44896199,100.0,4914.836209642928,93.45940286853443,-6.540597131465574,-6.5405971314655735
564,12:09:02,live,hot,0.02031,0.02024665,USD,PZM,USDT,16936.95678311,44.92,100.0,4914.836209642928,99.33017423035237,-0.6698257696476304,-0.6698257696476304
565,12:09:02,live,hot,0.02031,0.02004618,USD,PZM,USDT,16936.95678311,97.3,100.0,4914.836209642928,98.34666732782978,-1.6533326721702224,-1.6533326721702224
566,12:09:02,live,hot,0.02031,0.01984771,USD,PZM,USDT,16936.95678311,153.77,100.0,4914.836209642928,97.37297243610706,-2.6270275638929377,-2.6270275638929377
567,12:09:02,live,live,209.4,200.0,USD,ETH,USDT,0.22,0.09983,100.0,0.47669686445963644,95.1680703652698,-4.831929634730201,-4.831929634730201
568,12:09:02,live,live,209.4,200.0,USD,ETH,USDT,0.22,0.44904633,100.0,0.47669686445963644,95.1680703652698,-4.831929634730201,-4.831929634730201
569,12:09:02,live,live,209.4,197.00000001,USD,ETH,USDT,0.22,0.49971654,100.0,0.47669686445963644,93.74054931454916,-6.259450685450844,-6.259450685450845
570,12:09:02,live,live,209.49999,200.0,USD,ETH,USDT,3.16693023,0.09983,100.0,0.47646934693337156,95.12264861915982,-4.877351380840182,-4.877351380840182
571,12:09:02,live,live,209.49999,200.0,USD,ETH,USDT,3.16693023,0.44904633,100.0,0.47646934693337156,95.12264861915982,-4.877351380840182,-4.877351380840182
572,12:09:02,live,live,209.49999,197.00000001,USD,ETH,USDT,3.16693023,0.49971654,100.0,0.47646934693337156,93.69580889462856,-6.304191105371444,-6.304191105371444
